-0.43301,0.25000,0.00000,-0.25000,0.43301,-0.50000,0.43301,-0.25000,0.00000,0.25000,-0.43301,0.50000,-0.43301,0.25000,0.00000,-0.25000,0.43301,-0.50000,0.43301,-0.25000,3.0555e-7,0.25000,-0.43301,0.50000,-0.43301,0.25000,0.00000,-0.25000,0.43301,-0.50000,0.43301,-0.25000,-2.1459e-7,0.25000,-0.43301,0.50000,-0.43301,0.25000,5.0867e-7,-0.25000,0.43301,-0.50000,0.43301,-0.25000,-3.0143e-7,0.25000,-0.43301,0.50000,-0.43301,0.25000,3.5725e-7,-0.25000,0.43301,-0.50000,0.43301,-0.25000,-2.1171e-7,0.25000,-0.43301,0.50000,-0.43301,0.25000,5.0182e-7,-0.25000,0.43301,-0.50000,0.43301,-0.25000,-5.9475e-7,0.25000,-0.43301,0.50000,-0.43301,0.25000,1.0573e-6,-0.25000,0.43301,-0.50000,0.43301,-0.25000,-1.2531e-6,0.25000,-0.43301,0.50000,-0.43301,0.25000,7.4260e-7,-0.25000,0.43301,-0.50000,0.43301,-0.25000,-5.8675e-7,0.25000,-0.43301,0.50000,-0.43301,0.25000,1.3908e-6,-0.25000
-0.43301,-0.25000,0.00000,0.25000,0.43301,-1.0000,0.43301,0.25000,0.00000,-0.25000,-0.43301,1.0000,-0.43301,-0.25000,0.00000,0.25000,0.43301,-1.0000,0.43301,0.25000,3.0555e-7,-0.24999,-0.43301,1.0000,-0.43301,-0.24999,0.00000,0.24999,0.43301,-0.99999,0.43301,0.24999,-2.1459e-7,-0.24999,-0.43301,0.99999,-0.43301,-0.24999,5.0867e-7,0.24999,0.43301,-0.99999,0.43301,0.24999,-3.0143e-7,-0.24999,-0.43301,0.99999,-0.43301,-0.24999,3.5725e-7,0.24999,0.43301,-0.99999,0.43301,0.24999,-2.1171e-7,-0.24999,-0.43301,0.99999,-0.43301,-0.24999,5.0182e-7,0.24999,0.43301,-0.99999,0.43301,0.24999,-5.9475e-7,-0.24999,-0.43301,0.99999,-0.43301,-0.24999,1.0573e-6,0.24998,0.43301,-0.99998,0.43301,0.24999,-1.2531e-6,-0.24998,-0.43301,0.99998,-0.43301,-0.24998,7.4260e-7,0.24998,0.43301,-0.99998,0.43301,0.24998,-5.8675e-7,-0.24998,-0.43301,0.99998,-0.43301,-0.24998,1.3908e-6,0.24998
0.00000,-0.50000,0.00000,0.50000,0.00000,-0.50000,0.00000,0.50000,0.00000,-0.50000,0.00000,0.50000,0.00000,-0.50000,0.00000,0.50000,0.00000,-0.50000,0.00000,0.50000,0.00000,-0.50000,0.00000,0.50000,0.00000,-0.50000,0.00000,0.49999,0.00000,-0.49999,0.00000,0.49999,0.00000,-0.49999,0.00000,0.49999,0.00000,-0.49999,0.00000,0.49999,0.00000,-0.49999,0.00000,0.49999,0.00000,-0.49999,0.00000,0.49999,0.00000,-0.49999,0.00000,0.49999,0.00000,-0.49999,0.00000,0.49999,0.00000,-0.49999,0.00000,0.49999,0.00000,-0.49999,0.00000,0.49999,0.00000,-0.49999,0.00000,0.49999,0.00000,-0.49999,0.00000,0.49999,0.00000,-0.49999,0.00000,0.49999,0.00000,-0.49998,0.00000,0.49999,0.00000,-0.49998,0.00000,0.49998,0.00000,-0.49998,0.00000,0.49998,0.00000,-0.49998,0.00000,0.49998,0.00000,-0.49998,0.00000,0.49998,0.00000,-0.49998,0.00000,0.49998
0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000,0.00000,1.0000,0.00000,-0.50000,0.00000,-0.50000
0.00000,0.00000,0.00000,-1.0000,0.00000,0.00000,0.00000,1.0000,0.00000,0.00000,0.00000,-1.0000,0.00000,0.00000,0.00000,1.0000,0.00000,0.00000,0.00000,-1.0000,0.00000,0.00000,0.00000,1.0000,0.00000,0.00000,0.00000,-1.0000,0.00000,0.00000,0.00000,1.0000,0.00000,0.00000,0.00000,-1.0000,0.00000,0.00000,0.00000,1.0000,0.00000,0.00000,0.00000,-1.0000,0.00000,0.00000,0.00000,1.0000,0.00000,0.00000,0.00000,-1.0000,0.00000,0.00000,0.00000,1.0000,0.00000,0.00000,0.00000,-1.0000,0.00000,0.00000,0.00000,1.0000,0.00000,0.00000,0.00000,-1.0000,0.00000,0.00000,0.00000,1.0000,0.00000,0.00000,0.00000,-1.0000,0.00000,0.00000,0.00000,1.0000,0.00000,0.00000,0.00000,-1.0000,0.00000,0.00000,0.00000,1.0000,0.00000,0.00000,0.00000,-1.0000,0.00000,0.00000,0.00000,1.0000,0.00000,0.00000,0.00000,-1.0000
0.00000,0.50000,0.00000,-0.50000,0.00000,-1.0000,0.00000,-0.50000,0.00000,0.50000,0.00000,1.0000,0.00000,0.50000,0.00000,-0.50000,0.00000,-1.0000,0.00000,-0.50000,0.00000,0.50000,0.00000,1.0000,0.00000,0.50000,0.00000,-0.50000,0.00000,-1.0000,0.00000,-0.50000,0.00000,0.50000,0.00000,1.0000,0.00000,0.50000,0.00000,-0.50000,0.00000,-1.0000,0.00000,-0.50000,0.00000,0.50000,0.00000,1.0000,0.00000,0.50000,0.00000,-0.50000,0.00000,-1.0000,0.00000,-0.50000,0.00000,0.50000,0.00000,1.0000,0.00000,0.50000,0.00000,-0.50000,0.00000,-1.0000,0.00000,-0.50000,0.00000,0.50000,0.00000,1.0000,0.00000,0.50000,0.00000,-0.50000,0.00000,-1.0000,0.00000,-0.50000,0.00000,0.50000,0.00000,1.0000,0.00000,0.50000,0.00000,-0.50000,0.00000,-1.0000,0.00000,-0.50000,0.00000,0.50000,0.00000,1.0000,0.00000,0.50000,0.00000,-0.50000
0.00000,0.50000,0.00000,0.50000,0.00000,0.50000,0.00000,0.50000,0.00000,0.50000,0.00000,0.50000,0.00000,0.50000,0.00000,0.50000,0.00000,0.50000,0.00000,0.50000,0.00000,0.50000,0.00000,0.50000,0.00000,0.50000,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49999,0.00000,0.49998,0.00000,0.49999,0.00000,0.49998,0.00000,0.49998,0.00000,0.49998,0.00000,0.49998,0.00000,0.49998,0.00000,0.49998,0.00000,0.49998,0.00000,0.49998,0.00000,0.49998,0.00000,0.49998
0.43301,-0.25000,0.00000,0.25000,-0.43301,-1.0000,-0.43301,0.25000,0.00000,-0.25000,0.43301,1.0000,0.43301,-0.25000,0.00000,0.25000,-0.43301,-1.0000,-0.43301,0.25000,-3.0555e-7,-0.24999,0.43301,1.0000,0.43301,-0.24999,0.00000,0.24999,-0.43301,-0.99999,-0.43301,0.24999,2.1459e-7,-0.24999,0.43301,0.99999,0.43301,-0.24999,-5.0867e-7,0.24999,-0.43301,-0.99999,-0.43301,0.24999,3.0143e-7,-0.24999,0.43301,0.99999,0.43301,-0.24999,-3.5725e-7,0.24999,-0.43301,-0.99999,-0.43301,0.24999,2.1171e-7,-0.24999,0.43301,0.99999,0.43301,-0.24999,-5.0182e-7,0.24999,-0.43301,-0.99999,-0.43301,0.24999,5.9475e-7,-0.24999,0.43301,0.99998,0.43301,-0.24999,-1.0573e-6,0.24998,-0.43301,-0.99998,-0.43301,0.24999,1.2531e-6,-0.24998,0.43301,0.99998,0.43301,-0.24998,-7.4260e-7,0.24998,-0.43301,-0.99998,-0.43301,0.24998,5.8675e-7,-0.24998,0.43301,0.99998,0.43301,-0.24998,-1.3908e-6,0.24998
0.43301,0.25000,0.00000,-0.25000,-0.43301,-0.50000,-0.43301,-0.25000,0.00000,0.25000,0.43301,0.50000,0.43301,0.25000,0.00000,-0.25000,-0.43301,-0.50000,-0.43301,-0.25000,-3.0555e-7,0.25000,0.43301,0.50000,0.43301,0.25000,0.00000,-0.25000,-0.43301,-0.50000,-0.43301,-0.25000,2.1459e-7,0.25000,0.43301,0.50000,0.43301,0.25000,-5.0867e-7,-0.25000,-0.43301,-0.50000,-0.43301,-0.25000,3.0143e-7,0.25000,0.43301,0.50000,0.43301,0.25000,-3.5725e-7,-0.25000,-0.43301,-0.50000,-0.43301,-0.25000,2.1171e-7,0.25000,0.43301,0.50000,0.43301,0.25000,-5.0182e-7,-0.25000,-0.43301,-0.50000,-0.43301,-0.25000,5.9475e-7,0.25000,0.43301,0.50000,0.43301,0.25000,-1.0573e-6,-0.25000,-0.43301,-0.50000,-0.43301,-0.25000,1.2531e-6,0.25000,0.43301,0.50000,0.43301,0.25000,-7.4260e-7,-0.25000,-0.43301,-0.50000,-0.43301,-0.25000,5.8675e-7,0.25000,0.43301,0.50000,0.43301,0.25000,-1.3908e-6,-0.25000
-0.72169,0.083333,0.48112,-0.63889,0.40094,-0.074075,-0.026729,-0.14506,0.33857,-0.24588,-0.19898,0.72565,-0.92760,0.59545,0.095695,-0.70595,0.86380,-0.54148,0.050124,0.23361,-0.17553,-0.030919,0.066896,0.20367,-0.59075,0.72847,-0.39475,-0.27265,0.85392,-0.96337,0.54716,0.081565,-0.49700,0.49232,-0.21582,0.0068867,-0.080804,0.33642,-0.45199,0.18550,0.38213,-0.87675,0.91892,-0.43433,-0.27306,0.74964,-0.73688,0.35124,0.042632,-0.15047,-0.013224,0.16574,-0.033815,-0.37669,0.75745,-0.74794,0.25053,0.45865,-0.92448,0.85884,-0.35590,-0.19788,0.44006,-0.31026,0.062532,-0.011951,0.23994,-0.51511,0.49919,-0.061307,-0.57274,0.97265,-0.83906,0.24621,0.41042,-0.72012,0.56544,-0.18280,-0.065692,0.0086516,0.20004,-0.23964,-0.067668,0.56777,-0.87661,0.69445,-0.069608,-0.61408,0.92302,-0.70174,0.17595,0.24857,-0.31863,0.11936,0.036471,0.088525,-0.42737,0.65496,-0.47324,-0.10850
